time,oveFan_u,oveHeaPumY_u,ovePum_u,oveTSet_u,reaTZon_y,weaSta_reaWeaTDryBul_y,weaSta_reaWeaHDirNor_y,weaSta_reaWeaHGloHor_y,weaSta_reaWeaNTot_y,weaSta_reaWeaRelHum_y,weaSta_reaWeaSolAlt_y,reaTRet_y,reaTSup_y,reaPHeaPum_y,reaPPumEmi_y,reaPFan_y,InternalGainsCon[1],InternalGainsLat[1],InternalGainsRad[1],Occupancy[1],LowerSetp[1],UpperSetp[1],TDryBul,HDirNor,HGloHor,nTot,relHum,solAlt,PriceElectricPowerConstant,PriceElectricPowerDynamic,PriceElectricPowerHighlyDynamic
1387800.0,1.0,0.1639024645886658,1.0,294.3500000000002,294.57152443385144,274.76687499999997,0.0,0.0,0.655,0.8896875,-1.0331198833571404,302.001222697469,304.9506090485357,2092.6451984378928,20.498644281163177,510.20408163265313,146.0,225.0,219.0,5.0,294.15,297.15,274.766875,0.0,0.0,0.655,0.8896875,-1.0331198833600002,0.2535,0.2383,0.2466
1388700.0,1.0,0.16317655029800004,1.0,294.3500000000002,294.5618268484899,274.763359375,0.0,0.0,0.6393750000000001,0.8903515625,-1.018394029973177,301.4963548441939,302.90581947794266,1421.7565634004152,20.498644281163177,510.20408163265313,146.0,225.0,219.0,5.0,294.15,297.15,274.763359375,0.0,0.0,0.639375,0.8903515625,-1.01839402997,0.2535,0.2383,0.2466
1389600.0,1.0,0.16317655029800004,1.0,294.3500000000002,294.5265652315399,274.75,0.0,0.0,0.6000000000000001,0.89,-0.9994600347759732,301.05164066795345,302.4573576816892,1419.5144090191418,20.498644281163177,510.20408163265313,146.0,225.0,219.0,5.0,294.15,297.15,274.75,0.0,0.0,0.6,0.89,-0.999460034776,0.2535,0.2383,0.2469
1390500.0,1.0,0.16317655029800004,1.0,294.3500000000002,294.4757261279229,274.71132812499997,0.0,0.0,0.48125,0.884609375,-0.9767490133957497,300.6951384283415,302.0979406652812,1417.5914387218825,20.498644281163177,510.20408163265313,146.0,225.0,219.0,5.0,294.15,297.15,274.711328125,0.0,0.0,0.48125,0.884609375,-0.976749013396,0.2535,0.2383,0.2469
1391400.0,1.0,0.16317655029800004,1.0,294.3500000000002,294.4162353487445,274.640625,0.0,0.0,0.2833333333333333,0.874375,-0.9507107356246678,300.3947932229011,301.7947699477297,1415.7746877708669,20.498644281163177,510.20408163265313,146.0,225.0,219.0,5.0,294.15,297.15,274.640625,0.0,0.0,0.283333333333,0.874375,-0.950710735625,0.2535,0.2383,0.2469
1392300.0,1.0,0.16317655029800004,1.0,294.3500000000002,294.3514497624856,274.549609375,0.0,0.0,0.09375,0.864453125,-0.9217860253031578,300.1315046720765,301.528538271305,1414.0306126883988,20.498644281163177,510.20408163265313,146.0,225.0,219.0,5.0,294.15,297.15,274.549609375,0.0,0.0,0.09375,0.864453125,-0.921786025303,0.2535,0.2383,0.2469
1393200.0,1.0,0.16317655029800004,1.0,294.3500000000002,294.28271201095856,274.45,0.0,0.0,0.0,0.86,-0.8903885648155656,299.89460405330374,301.2886610964203,1412.3696081674611,20.498644281163177,510.20408163265313,146.0,225.0,219.0,5.0,294.15,297.15,274.45,0.0,0.0,0.0,0.86,-0.890388564816,0.2535,0.2383,0.23555
1394100.0,1.0,0.03796064891652756,1.0,294.3500000000002,294.2111754679734,274.29999999999995,0.0,0.0,0.021875000000000006,0.86265625,-0.8568950701484237,299.6777458250939,301.0676118677995,1410.5665984632328,20.498644281163177,510.20408163265313,146.0,225.0,219.0,5.0,294.15,297.15,274.3,0.0,0.0,0.021875,0.86265625,-0.8568950701479999,0.2535,0.2383,0.23555
1395000.0,1.0,0.03768177163060001,1.0,294.3500000000002,294.1340199770244,274.09999999999997,0.0,0.0,0.09166666666666667,0.86875,-0.8216417701642511,299.3029113260175,300.0514759836252,1166.8536989719971,20.498644281163177,510.20408163265313,146.0,225.0,219.0,5.0,294.15,297.15,274.1,0.0,0.0,0.09166666666670001,0.86875,-0.821641770164,0.2535,0.2383,0.23555
1395900.0,1.0,0.03768177163060001,1.0,294.3500000000002,294.0482643924925,273.92499999999995,0.0,0.0,0.16562500000000002,0.87546875,-0.7849250409964137,298.95992866520487,299.7042175628991,1166.2664554368673,20.498644281163177,510.20408163265313,146.0,225.0,219.0,5.0,294.15,297.15,273.925,0.0,0.0,0.165625,0.87546875,-0.784925040996,0.2535,0.2383,0.23555
1396800.0,1.0,0.03768177163060001,1.0,294.3500000000002,293.9602876676227,273.84999999999997,0.0,0.0,0.2,0.88,-0.7470044327628416,298.6609956081285,299.4026203571428,1165.8476442194985,20.498644281163177,510.20408163265313,146.0,225.0,219.0,5.0,294.15,297.15,273.85,0.0,0.0,0.2,0.88,-0.747004432763,0.2535,0.2383,0.23876
1397700.0,1.0,0.03768177163060001,1.0,294.3500000000002,293.8749015496768,273.84999999999997,0.0,0.0,0.17500000000000002,0.88234375,-0.7081068341758718,298.3931300660837,299.13348040459323,1165.566803482007,20.498644281163177,510.20408163265313,146.0,225.0,219.0,5.0,294.15,297.15,273.85,0.0,0.0,0.175,0.88234375,-0.7081068341760001,0.2535,0.2383,0.23876
1398600.0,1.0,0.03768177163060001,1.0,294.3500000000002,293.7919679838632,273.84999999999997,0.0,0.0,0.125,0.88375,-0.6684309737895946,298.1483520486583,298.88781632812635,1165.3126192200093,20.498644281163177,510.20408163265313,146.0,225.0,219.0,5.0,294.15,297.15,273.85,0.0,0.0,0.125,0.88375,-0.6684309737899999,0.2535,0.2383,0.23876
1399500.0,1.0,0.03768177163060001,1.0,294.3500000000002,293.7112118130098,273.84999999999997,0.0,0.0,0.08749999999999997,0.88328125,-0.6281517961867986,297.921968501488,298.6607582442226,1165.078790780608,20.498644281163177,510.20408163265313,146.0,225.0,219.0,5.0,294.15,297.15,273.85,0.0,0.0,0.0875,0.88328125,-0.628151796187,0.2535,0.2383,0.23876
1400400.0,1.0,0.03768177163060001,1.0,294.3500000000002,293.63249000620067,273.84999999999997,0.0,0.0,0.1,0.88,-0.5874244796798394,297.7110617849929,298.4493069957467,1164.8619859720295,20.498644281163177,510.20408163265313,146.0,225.0,219.0,5.0,294.15,297.15,273.85,0.0,0.0,0.1,0.88,-0.58742447968,0.2535,0.2383,0.2486
1401300.0,0.0022222222222222222,8.373727029022223e-05,0.0022222222222222222,294.3500000000002,293.5557527192042,273.84999999999997,0.0,0.0,0.16468750000000001,0.8709375,-0.5463880032538118,297.51364350814936,298.25143174628374,1164.6599302670486,20.498644281163177,510.20408163265313,146.0,225.0,219.0,5.0,294.15,297.15,273.85,0.0,0.0,0.1646875,0.8709375,-0.546388003254,0.2535,0.2383,0.2486
1402200.0,0.0,0.0,0.0,294.3500000000002,293.4758451560285,273.84999999999997,0.0,0.0,0.24750000000000003,0.8566666666666667,-0.505168251069557,297.88253762721655,295.70071587314186,0.0,0.0,0.0,146.0,225.0,219.0,5.0,294.15,297.15,273.85,0.0,0.0,0.2475,0.8566666666670001,-0.50516825107,0.2535,0.2383,0.2486
1403100.0,0.0,0.0,0.0,294.3500000000002,293.38663808310207,273.84999999999997,0.0,0.0,0.3315625,0.8415625,-0.4638806845133616,297.88253762721655,295.70071587314186,0.0,0.0,0.0,146.0,225.0,219.0,5.0,294.15,297.15,273.85,0.0,0.0,0.3315625,0.8415625,-0.463880684513,0.2535,0.2383,0.2486
1404000.0,0.0,0.0,0.0,294.3500000000002,293.2928711272886,273.84999999999997,0.0,0.0,0.4,0.8300000000000001,-0.42263262994323547,297.88253762721655,295.70071587314186,0.0,0.0,0.0,146.0,225.0,219.0,5.0,294.15,297.15,273.85,0.0,0.0,0.4,0.83,-0.422632629943,0.2535,0.2383,0.25514000000000003
1404900.0,0.0,0.0,0.0,294.3500000000002,293.19791166662753,273.84999999999997,0.0,0.0,0.45515625000000004,0.82375,-0.38152523505269564,297.88253762721655,295.70071587314186,0.0,0.0,0.0,146.0,225.0,219.0,5.0,294.15,297.15,273.85,0.0,0.0,0.45515625,0.82375,-0.381525235053,0.2535,0.2383,0.25514000000000003
1405800.0,0.0,0.0,0.0,294.3500000000002,293.1033241057478,273.84999999999997,0.0,0.0,0.50875,0.8200000000000001,-0.34065514441463596,297.88253762721655,295.70071587314186,0.0,0.0,0.0,146.0,225.0,219.0,5.0,294.15,297.15,273.85,0.0,0.0,0.50875,0.82,-0.340655144415,0.2535,0.2383,0.25514000000000003
1406700.0,0.0,0.0,0.0,294.3500000000002,293.00935734683617,273.84999999999997,0.0,0.0,0.55796875,0.81625,-0.3001159389626291,297.88253762721655,295.70071587314186,0.0,0.0,0.0,146.0,225.0,219.0,5.0,294.15,297.15,273.85,0.0,0.0,0.55796875,0.81625,-0.300115938963,0.2535,0.2383,0.25514000000000003
1407600.0,0.0,0.0,0.0,293.6515555555553,292.91599931158754,273.84999999999997,0.0,0.0,0.6000000000000001,0.81,-0.25999937697495223,297.88253762721655,295.70071587314186,0.0,0.0,0.0,146.0,225.0,219.0,5.0,294.15,297.15,273.85,0.0,0.0,0.6,0.81,-0.25999937697500003,0.2535,0.2666,0.26408000000000004
1408500.0,0.0,0.0,0.0,293.6499999999998,292.77302731352347,273.875,0.0,0.0,0.634375,0.7971428571428572,-0.220396466618479,297.88253762721655,295.70071587314186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.15,303.15,273.875,0.0,0.0,0.634375,0.797142857143,-0.220396466618,0.2535,0.2666,0.26408000000000004
1409400.0,0.0,0.0,0.0,293.6499999999998,292.67195100961874,273.93333333333334,0.0,0.0,0.6625000000000001,0.779047619047619,-0.1813983927873657,297.88253762721655,295.70071587314186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.15,303.15,273.933333333,0.0,0.0,0.6625,0.779047619048,-0.181398392787,0.2535,0.2666,0.26408000000000004
1410300.0,0.9977777777777778,0.16737516414092227,0.9977777777777778,293.6499999999998,292.5789109692881,274.0,0.0,0.0,0.6843750000000001,0.7614285714285715,-0.14309731402144266,297.88253762721655,295.70071587314186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.15,303.15,274.0,0.0,0.0,0.684375,0.761428571429,-0.143097314021,0.2535,0.2666,0.26408000000000004
1411200.0,1.0,0.16774793733500004,1.0,293.6499999999998,292.50833642589225,274.04999999999995,0.0,0.0,0.7000000000000001,0.75,-0.10558703873874409,295.49148174312336,296.93947613755677,1398.772786115077,20.498644281163177,510.20408163265313,0.0,0.0,0.0,0.0,288.15,303.15,274.05,0.0,0.0,0.7,0.75,-0.105587038739,0.2535,0.2666,0.27255
1412100.0,1.0,0.16774793733500004,1.0,293.6499999999998,292.4650016011953,274.08437499999997,0.0,0.0,0.7117187500000001,0.7470870535714287,-0.06896358383428236,295.4578010222232,296.8812555389185,1398.6967619697189,20.498644281163177,510.20408163265313,0.0,0.0,0.0,0.0,288.15,303.15,274.084375,0.0,0.0,0.71171875,0.7470870535709999,-0.0689635838343,0.2535,0.2666,0.27255
1413000.0,1.0,0.16774793733500004,1.0,293.6499999999998,292.43148286696,274.1166666666666,0.0,0.0,0.71875,0.7486607142857143,-0.03332561285383684,295.5141876865244,296.9380421890263,1399.1237668665544,20.498644281163177,510.20408163265313,0.0,0.0,0.0,0.0,288.15,303.15,274.116666667,0.0,0.0,0.71875,0.748660714286,-0.0333256128538,0.2535,0.2666,0.27255
1413900.0,1.0,0.16774793733500004,1.0,293.6499999999998,292.40240632404806,274.140625,0.0,0.15507075471698112,0.71640625,0.7509040178571429,0.0012252545402127168,295.561250182082,296.98640260899566,1399.471315136511,20.498644281163177,510.20408163265313,0.0,0.0,0.0,0.0,288.15,303.15,274.140625,0.0,0.155070754717,0.71640625,0.7509040178569999,0.0012252545402099968,0.2535,0.2666,0.27255
1414800.0,1.0,0.16774793733500004,1.0,293.6499999999998,292.37554860113386,274.15,0.0,0.580188679245283,0.7000000000000001,0.75,0.03458427513606632,295.59766365340477,297.0235475358019,1399.6931457871594,20.498644281163177,510.20408163265313,0.0,0.0,0.0,0.0,288.15,303.15,274.15,0.0,0.5801886792450001,0.7,0.75,0.0345842751361,0.2535,0.2666,0.2701
1415700.0,1.0,0.16774793733500004,1.0,293.6499999999998,292.34990466726583,274.15,0.0,1.2152122641509433,0.675,0.7434040178571429,0.06664357449143199,295.62586923569137,297.0520020770776,1399.8204755062918,20.498644281163177,510.20408163265313,0.0,0.0,0.0,0.0,288.15,303.15,274.15,0.0,1.21521226415,0.675,0.7434040178569999,0.0666435744914,0.2535,0.2666,0.2701
1416600.0,1.0,0.16774793733500004,1.0,293.6499999999998,292.32546432567403,274.15,0.0,2.0,0.65,0.7336607142857143,0.09729232013852229,295.64764371486774,297.07397182000733,1399.918440574051,20.498644281163177,510.20408163265313,0.0,0.0,0.0,0.0,288.15,303.15,274.15,0.0,2.0,0.65,0.733660714286,0.09729232013849999,0.2535,0.2666,0.2701
1417500.0,1.0,0.16774793733500004,1.0,293.6499999999998,292.3036454086653,274.15,3.055022800429185,6.097287735849057,0.625,0.7245870535714286,0.12641709878196616,295.66425264320145,297.0907435830442,1399.993244925955,20.498644281163177,510.20408163265313,0.0,0.0,0.0,0.0,288.15,303.15,274.15,3.0550228004299997,6.09728773585,0.625,0.724587053571,0.126417098782,0.2535,0.2666,0.2701
1418400.0,1.0,0.16774793733500004,1.0,293.6499999999998,292.28835127235106,274.15,10.896727467811159,15.253144654088054,0.6000000000000001,0.72,0.15390252053300557,295.6771066519669,297.1036799593028,1400.0509725281304,20.498644281163177,510.20408163265313,0.0,0.0,0.0,0.0,288.15,303.15,274.15,10.8967274678,15.253144654100002,0.6,0.72,0.15390252053300002,0.2535,0.2666,0.27441
1419300.0,1.0,0.16774793733500004,1.0,293.6499999999998,292.28184413742963,274.15,21.540068401287552,27.28242924528302,0.5750000000000001,0.7240848214285714,0.17963207044444185,295.68831483875726,297.1148333208709,1400.100801443462,20.498644281163177,510.20408163265313,0.0,0.0,0.0,0.0,288.15,303.15,274.15,21.5400684013,27.2824292453,0.575,0.7240848214290001,0.17963207044399998,0.2535,0.2666,0.27441
1420200.0,1.0,0.16774793733500004,1.0,293.6499999999998,292.2839543788082,274.15,33.0,40.0,0.55,0.7344642857142857,0.20348922142944925,295.7001920103964,297.126504670584,1400.1529929154422,20.498644281163177,510.20408163265313,0.0,0.0,0.0,0.0,288.15,303.15,274.15,33.0,40.0,0.55,0.734464285714,0.203489221429,0.2535,0.2666,0.27441
1421100.0,0.0022222222222222222,0.0003727731940777778,0.0022222222222222222,293.6499999999998,292.30049185878795,274.15,69.65262691121245,61.53024193548387,0.525,0.7451116071428571,0.22535881250119472,295.71485960511217,297.1407839356515,1400.2168472283117,20.498644281163177,510.20408163265313,0.0,0.0,0.0,0.0,288.15,303.15,274.15,69.6526269112,61.5302419355,0.525,0.7451116071430001,0.225358812501,0.2535,0.2666,0.27441
1422000.0,0.0,0.0,0.0,293.6499999999998,292.3453821961389,274.15,136.20046003218886,92.49731182795698,0.5,0.75,0.24512868190001624,296.4278217703818,295.14539196782573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.15,303.15,274.15,136.200460032,92.497311828,0.5,0.75,0.2451286819,0.2535,0.2666,0.26597
1422900.0,0.0,0.0,0.0,293.6499999999998,292.4081267956848,274.21875,201.14806313707084,119.4657258064516,0.47500000000000003,0.74815625,0.262691526334744,296.4278217703818,295.14539196782573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.15,303.15,274.21875,201.148063137,119.46572580600001,0.475,0.74815625,0.262691526335,0.2535,0.2666,0.26597
1423800.0,0.0,0.0,0.0,293.6499999999998,292.48233134097393,274.3833333333333,233.0,129.0,0.45,0.74425,0.277946936222087,296.4278217703818,295.14539196782573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.15,303.15,274.383333333,233.0,129.0,0.45,0.74425,0.277946936222,0.2535,0.2666,0.26597
1424700.0,0.0,0.0,0.0,293.6499999999998,292.53776408102226,274.58124999999995,199.2969140625,122.46339257103183,0.42500000000000004,0.7407187500000001,0.29080353427352845,296.4278217703818,295.14539196782573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.15,303.15,274.58125,199.296914063,122.463392571,0.425,0.74071875,0.290803534274,0.2535,0.2666,0.26597
1425600.0,0.0,0.0,0.0,293.6499999999998,292.53931611979993,274.75,118.90281250000001,112.1470038453322,0.4,0.74,0.3011811236843305,296.4278217703818,295.14539196782573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.15,303.15,274.75,118.9028125,112.147003845,0.4,0.74,0.301181123684,0.2535,0.2666,0.25961
1426500.0,0.0,0.0,0.0,293.6499999999998,292.4731082146453,274.8816964285714,37.30730468749999,101.00711319696646,0.45669642857142856,0.74184375,0.30901273574078214,296.4278217703818,295.14539196782573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.15,303.15,274.881696429,37.30730468750001,101.00711319700001,0.456696428571,0.74184375,0.30901273574099997,0.2535,0.2666,0.25961
1427400.0,0.0,0.0,0.0,293.6499999999998,292.37732289201267,275.0095238095238,0.0,92.0,0.6178571428571429,0.74425,0.3142464582006348,296.4278217703818,295.14539196782573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.15,303.15,275.00952381,0.0,92.0,0.617857142857,0.74425,0.314246458201,0.2535,0.2666,0.25961
