time,oveFan_u,oveHeaPumY_u,ovePum_u,oveTSet_u,reaTZon_y,weaSta_reaWeaTDryBul_y,weaSta_reaWeaHDirNor_y,weaSta_reaWeaHGloHor_y,weaSta_reaWeaNTot_y,weaSta_reaWeaRelHum_y,weaSta_reaWeaSolAlt_y,reaTRet_y,reaTSup_y,reaPHeaPum_y,reaPPumEmi_y,reaPFan_y,InternalGainsCon[1],InternalGainsLat[1],InternalGainsRad[1],Occupancy[1],LowerSetp[1],UpperSetp[1],TDryBul,HDirNor,HGloHor,nTot,relHum,solAlt,PriceElectricPowerConstant,PriceElectricPowerDynamic,PriceElectricPowerHighlyDynamic
9336600.0,0.9977777777777778,0.09186220608808955,0.9977777777777778,294.3500000000002,295.8375856562368,283.53,0.0,0.0,0.0,0.8207291666666667,-0.4887562297477763,299.3758407276514,296.7898584271786,0.0,0.0,0.0,146.0,225.0,219.0,5.0,294.15,297.15,283.53,0.0,0.0,0.0,0.820729166667,-0.488756229748,0.2535,0.2383,0.235
9337500.0,1.0,0.0920667989747,1.0,294.3500000000002,295.79420692663416,283.330625,0.0,0.0,0.0,0.8305859375,-0.47751686606200394,297.2326155047655,298.46061661785825,1299.3162942760207,20.498644281163177,510.20408163265313,146.0,225.0,219.0,5.0,294.15,297.15,283.330625,0.0,0.0,0.0,0.8305859375,-0.477516866062,0.2535,0.2383,0.235
9338400.0,1.0,0.0920667989747,1.0,294.3500000000002,295.7669031695995,283.15,0.0,0.0,0.0,0.84,-0.46348295590043787,297.32671330594036,298.5349946736313,1298.7307670238501,20.498644281163177,510.20408163265313,146.0,225.0,219.0,5.0,294.15,297.15,283.15,0.0,0.0,0.0,0.84,-0.46348295590000005,0.2535,0.2383,0.23333
9339300.0,1.0,0.0920667989747,1.0,294.3500000000002,295.7450672159616,282.99671874999996,0.0,0.0,0.0,0.8475,-0.4467699836006731,297.4577852393264,298.662387313079,1298.404630684465,20.498644281163177,510.20408163265313,146.0,225.0,219.0,5.0,294.15,297.15,282.99671875,0.0,0.0,0.0,0.8475,-0.446769983601,0.2535,0.2383,0.23333
9340200.0,1.0,0.0920667989747,1.0,294.3500000000002,295.7257016977636,282.85125,0.0,0.0,0.0,0.8533333333333333,-0.4275085311308553,297.57002206162474,298.7716927364129,1298.0727255778638,20.498644281163177,510.20408163265313,146.0,225.0,219.0,5.0,294.15,297.15,282.85125,0.0,0.0,0.0,0.853333333333,-0.427508531131,0.2535,0.2383,0.23333
9341100.0,1.0,0.0920667989747,1.0,294.3500000000002,295.7080156265012,282.70515624999996,0.0,0.0,0.0,0.86,-0.40584039500094393,297.6657369066038,298.8643405819371,1297.7022323417339,20.498644281163177,510.20408163265313,146.0,225.0,219.0,5.0,294.15,297.15,282.70515625,0.0,0.0,0.0,0.86,-0.405840395001,0.2535,0.2383,0.23333
9342000.0,1.0,0.0920667989747,1.0,294.3500000000002,295.69120546878366,282.54999999999995,0.0,0.0,0.0,0.87,-0.3819148740480076,297.748280545587,298.9435354942027,1297.2663376434377,20.498644281163177,510.20408163265313,146.0,225.0,219.0,5.0,294.15,297.15,282.55,0.0,0.0,0.0,0.87,-0.38191487404799995,0.2535,0.2383,0.23193000000000003
9342900.0,1.0,0.0920667989747,1.0,294.3500000000002,295.67438738104886,282.37671874999995,0.0,0.0,0.0,0.8825000000000001,-0.35588540833108917,297.81983463775384,299.01129853536804,1296.7334954249739,20.498644281163177,510.20408163265313,146.0,225.0,219.0,5.0,294.15,297.15,282.37671875,0.0,0.0,0.0,0.8825,-0.35588540833099996,0.2535,0.2383,0.23193000000000003
9343800.0,1.0,0.0920667989747,1.0,294.3500000000002,295.6568218715315,282.18375,0.0,0.0,0.0,0.895,-0.3279066863267772,297.88183351851256,299.06902731748806,1296.0993555611756,20.498644281163177,510.20408163265313,146.0,225.0,219.0,5.0,294.15,297.15,282.18375,0.0,0.0,0.0,0.895,-0.327906686327,0.2535,0.2383,0.23193000000000003
9344700.0,1.0,0.0920667989747,1.0,294.3500000000002,295.6380620150703,281.97390624999997,0.0,0.0,0.0,0.9075,-0.29813227837477796,297.9353122804304,299.1178405727025,1295.3796377357694,20.498644281163177,510.20408163265313,146.0,225.0,219.0,5.0,294.15,297.15,281.97390625,0.0,0.0,0.0,0.9075,-0.298132278375,0.2535,0.2383,0.23193000000000003
9345600.0,1.0,0.0920667989747,1.0,294.3500000000002,295.61783718883595,281.75,0.0,0.0,0.0,0.92,-0.26671280528738195,297.98107392030863,299.1586197729009,1294.589344967114,20.498644281163177,510.20408163265313,146.0,225.0,219.0,5.0,294.15,297.15,281.75,0.0,0.0,0.0,0.92,-0.26671280528700003,0.2535,0.2383,0.23206999999999997
9346500.0,0.0022222222222222222,0.00020459288661044445,0.0022222222222222222,294.3500000000002,295.5957872920567,281.49729910714285,0.0,0.0,0.0,0.9341406250000001,-0.23379461506206467,298.0197436831826,299.19175178521954,1293.6803885841844,20.498644281163177,510.20408163265313,146.0,225.0,219.0,5.0,294.15,297.15,281.497299107,0.0,0.0,0.0,0.934140625,-0.233794615062,0.2535,0.2383,0.23206999999999997
9347400.0,0.0,0.0,0.0,294.3500000000002,295.5636190859325,281.21446428571426,0.0,0.0,0.0,0.949375,-0.19951891776006092,298.60574773420103,296.17087589260973,0.0,0.0,0.0,146.0,225.0,219.0,5.0,294.15,297.15,281.214464286,0.0,0.0,0.0,0.949375,-0.19951891776,0.2535,0.2383,0.23206999999999997
9348300.0,0.0,0.0,0.0,294.3500000000002,295.51265580546294,280.92439732142856,0.0,0.0,0.0,0.962421875,-0.16402131707377854,298.60574773420103,296.17087589260973,0.0,0.0,0.0,146.0,225.0,219.0,5.0,294.15,297.15,280.92439732099996,0.0,0.0,0.0,0.962421875,-0.164021317074,0.2535,0.2383,0.23206999999999997
9349200.0,0.0,0.0,0.0,294.3500000000002,295.44961943959396,280.65,0.0,0.0,0.0,0.97,-0.1274316743334416,298.60574773420103,296.17087589260973,0.0,0.0,0.0,146.0,225.0,219.0,5.0,294.15,297.15,280.65,0.0,0.0,0.0,0.97,-0.12743167433299998,0.2535,0.2383,0.23429
9350100.0,0.0,0.0,0.0,294.3500000000002,295.3802955110783,280.3975167410714,0.0,0.0,0.0,0.969921875,-0.08987424400539146,298.60574773420103,296.17087589260973,0.0,0.0,0.0,146.0,225.0,219.0,5.0,294.15,297.15,280.397516741,0.0,0.0,0.0,0.969921875,-0.08987424400539999,0.2535,0.2383,0.23429
9351000.0,0.0,0.0,0.0,294.3500000000002,295.3065840233747,280.1689732142857,0.0,0.0,0.0,0.964375,-0.05146802676845286,298.60574773420103,296.17087589260973,0.0,0.0,0.0,146.0,225.0,219.0,5.0,294.15,297.15,280.168973214,0.0,0.0,0.0,0.964375,-0.05146802676850001,0.2535,0.2383,0.23429
9351900.0,0.0,0.0,0.0,294.3500000000002,295.2312406794885,279.9809430803571,0.0,0.08836206896551722,0.0,0.956640625,-0.012327295153102824,298.60574773420103,296.17087589260973,0.0,0.0,0.0,146.0,225.0,219.0,5.0,294.15,297.15,279.98094308,0.0,0.0883620689655,0.0,0.956640625,-0.0123272951531,0.2535,0.2383,0.23429
9352800.0,0.0,0.0,0.0,294.3500000000002,295.1580347290928,279.84999999999997,0.0,0.3189655172413792,0.0,0.9500000000000001,0.02743774379118924,298.60574773420103,296.17087589260973,0.0,0.0,0.0,146.0,225.0,219.0,5.0,294.15,297.15,279.85,0.0,0.31896551724100003,0.0,0.95,0.027437743791200002,0.2535,0.2383,0.2387
9353700.0,0.0,0.0,0.0,294.3500000000002,295.09022078008684,279.83613281249995,0.0,0.6400862068965515,0.013281249999999998,0.9450000000000001,0.06772017514414741,298.60574773420103,296.17087589260973,0.0,0.0,0.0,146.0,225.0,219.0,5.0,294.15,297.15,279.836132812,0.0,0.640086206897,0.01328125,0.945,0.0677201751441,0.2535,0.2383,0.2387
9354600.0,0.0,0.0,0.0,294.3500000000002,295.0291243133006,279.9348958333333,0.0,1.0,0.043750000000000004,0.9400000000000001,0.10841550998121163,298.60574773420103,296.17087589260973,0.0,0.0,0.0,146.0,225.0,219.0,5.0,294.15,297.15,279.934895833,0.0,1.0,0.04375,0.94,0.108415509981,0.2535,0.2383,0.2387
9355500.0,0.0,0.0,0.0,294.3500000000002,294.9729998557558,280.0662109375,0.0,2.9583512931034472,0.07734375,0.935,0.14942073692963942,298.60574773420103,296.17087589260973,0.0,0.0,0.0,146.0,225.0,219.0,5.0,294.15,297.15,280.066210937,0.0,2.9583512931000007,0.07734375,0.935,0.14942073693,0.2535,0.2383,0.2387
9356400.0,0.9977777777777778,0.17324386693236887,0.9977777777777778,293.6515555555553,294.92060973772186,280.15,0.0,9.193534482758617,0.1,0.93,0.19063329553473585,298.60574773420103,296.17087589260973,0.0,0.0,0.0,146.0,225.0,219.0,5.0,294.15,297.15,280.15,0.0,9.19353448276,0.1,0.93,0.190633295535,0.2535,0.2666,0.24126
9357300.0,1.0,0.173629710734,1.0,293.6499999999998,294.8377224470873,280.11464843749997,0.0,21.33195043103448,0.10234375000000001,0.9274479166666667,0.23194997033983666,296.86043311982337,298.5451772715051,1454.3972730884275,20.498644281163177,510.20408163265313,0.0,0.0,0.0,0.0,288.15,303.15,280.114648438,0.0,21.331950431,0.10234375,0.9274479166670001,0.23194997034,0.2535,0.2666,0.24126
9358200.0,1.0,0.173629710734,1.0,293.6499999999998,294.8177308478279,280.00572916666664,15.0,41.0,0.09375,0.9281944444444444,0.27326570053658794,297.0217516410663,298.68573956622697,1454.3324716439943,20.498644281163177,510.20408163265313,0.0,0.0,0.0,0.0,288.15,303.15,280.005729167,15.0,41.0,0.09375,0.928194444444,0.273265700537,0.2535,0.2666,0.24126
