time,oveFan_u,oveHeaPumY_u,ovePum_u,oveTSet_u,reaTZon_y,weaSta_reaWeaTDryBul_y,weaSta_reaWeaHDirNor_y,weaSta_reaWeaHGloHor_y,weaSta_reaWeaNTot_y,weaSta_reaWeaRelHum_y,weaSta_reaWeaSolAlt_y,InternalGainsCon[1],InternalGainsLat[1],InternalGainsRad[1],Occupancy[1],LowerSetp[1],UpperSetp[1],TDryBul,HDirNor,HGloHor,nTot,relHum,solAlt
2683800.0,1.0,0.3240834386427932,1.0,294.3500000000002,294.5589344115841,274.69374999999997,0.0,0.0,0.9437500000000001,0.8250000000000001,-0.9777439480575629,146.0,225.0,219.0,5.0,294.15,297.15,274.69375,0.0,0.0,0.94375,0.825,-0.977743948058
2684700.0,1.0,0.32365966143799996,1.0,294.3500000000002,294.55673064819325,274.71328124999997,0.0,0.0,0.91328125,0.8225,-0.9650097237472473,146.0,225.0,219.0,5.0,294.15,297.15,274.71328125,0.0,0.0,0.91328125,0.8225,-0.965009723747
2685600.0,1.0,0.32365966143799996,1.0,294.3500000000002,294.5475653051251,274.75,0.0,0.0,0.9,0.8200000000000001,-0.9481813530926413,146.0,225.0,219.0,5.0,294.15,297.15,274.75,0.0,0.0,0.9,0.82,-0.948181353093
2686500.0,1.0,0.32365966143799996,1.0,294.3500000000002,294.52766240647645,274.8140625,0.0,0.0,0.9,0.81546875,-0.9276042272399763,146.0,225.0,219.0,5.0,294.15,297.15,274.8140625,0.0,0.0,0.9,0.81546875,-0.9276042272399999
2687400.0,1.0,0.2959089038541778,1.0,294.3500000000002,294.4968385720838,274.8958333333333,0.0,0.0,0.9,0.80875,-0.9036548753742442,146.0,225.0,219.0,5.0,294.15,297.15,274.895833333,0.0,0.0,0.9,0.80875,-0.903654875374
2688300.0,1.0,0.29584709815800003,1.0,294.3500000000002,294.4609444863741,274.97968749999995,0.0,0.0,0.9,0.8026562500000001,-0.87671731524541,146.0,225.0,219.0,5.0,294.15,297.15,274.9796875,0.0,0.0,0.9,0.80265625,-0.876717315245
2689200.0,1.0,0.29584709815800003,1.0,294.3500000000002,294.42374458979157,275.04999999999995,0.0,0.0,0.9,0.8,-0.8471651891662666,146.0,225.0,219.0,5.0,294.15,297.15,275.05,0.0,0.0,0.9,0.8,-0.847165189166
2690100.0,1.0,0.29584709815800003,1.0,294.3500000000002,294.38800007171665,275.10234375,0.0,0.0,0.9,0.8,-0.8153499981785792,146.0,225.0,219.0,5.0,294.15,297.15,275.10234375,0.0,0.0,0.9,0.8,-0.815349998179
2691000.0,1.0,0.29584709815800003,1.0,294.3500000000002,294.35385907240493,275.1479166666666,0.0,0.0,0.9,0.8,-0.78159463362354,146.0,225.0,219.0,5.0,294.15,297.15,275.147916667,0.0,0.0,0.9,0.8,-0.781594633624
2691900.0,1.0,0.29584709815800003,1.0,294.3500000000002,294.32109053145837,275.19453124999995,0.0,0.0,0.9,0.8,-0.7461909394523962,146.0,225.0,219.0,5.0,294.15,297.15,275.19453125,0.0,0.0,0.9,0.8,-0.746190939452
2692800.0,1.0,0.29584709815800003,1.0,294.3500000000002,294.2901239451993,275.25,0.0,0.0,0.9,0.8,-0.7094000224940706,146.0,225.0,219.0,5.0,294.15,297.15,275.25,0.0,0.0,0.9,0.8,-0.709400022494
2693700.0,1.0,0.29584709815800003,1.0,294.3500000000002,294.2616393591456,275.32265624999997,0.0,0.0,0.9,0.79953125,-0.6714542394337166,146.0,225.0,219.0,5.0,294.15,297.15,275.32265625,0.0,0.0,0.9,0.79953125,-0.671454239434
2694600.0,1.0,0.29584709815800003,1.0,294.3500000000002,294.23606521849206,275.40625,0.0,0.0,0.9,0.7987500000000001,-0.6325600676183649,146.0,225.0,219.0,5.0,294.15,297.15,275.40625,0.0,0.0,0.9,0.79875,-0.632560067618
2695500.0,1.0,0.29584709815800003,1.0,294.3500000000002,294.2128919669583,275.48671874999997,0.0,0.0,0.9,0.79859375,-0.5929013244855295,146.0,225.0,219.0,5.0,294.15,297.15,275.48671875,0.0,0.0,0.9,0.79859375,-0.592901324486
2696400.0,1.0,0.29584709815800003,1.0,294.3500000000002,294.1909744374875,275.54999999999995,0.0,0.0,0.9,0.8,-0.5526424036340538,146.0,225.0,219.0,5.0,294.15,297.15,275.55,0.0,0.0,0.9,0.8,-0.552642403634
2697300.0,1.0,0.29584709815800003,1.0,294.3500000000002,294.16917838934603,275.59999999999997,0.0,0.0,0.9,0.80359375,-0.5119313406349821,146.0,225.0,219.0,5.0,294.15,297.15,275.6,0.0,0.0,0.9,0.80359375,-0.511931340635
2698200.0,1.0,0.8498806315916115,1.0,294.3500000000002,294.1479211550528,275.65,0.0,0.0,0.9,0.80875,-0.4709026178209692,146.0,225.0,219.0,5.0,294.15,297.15,275.65,0.0,0.0,0.9,0.80875,-0.470902617821
2699100.0,1.0,0.8511145592830004,1.0,294.3500000000002,294.1423254943701,275.7,0.0,0.0,0.9,0.81453125,-0.4296796769293989,146.0,225.0,219.0,5.0,294.15,297.15,275.7,0.0,0.0,0.9,0.81453125,-0.429679676929
2700000.0,1.0,0.8511145592830004,1.0,294.3500000000002,294.1738029340987,275.75,0.0,0.0,0.9,0.8200000000000001,-0.38837714288393554,146.0,225.0,219.0,5.0,294.15,297.15,275.75,0.0,0.0,0.9,0.82,-0.388377142884
2700900.0,1.0,0.8511145592830004,1.0,294.3500000000002,294.2294928682089,275.79999999999995,0.0,0.0,0.9,0.8250000000000001,-0.3471027799276065,146.0,225.0,219.0,5.0,294.15,297.15,275.8,0.0,0.0,0.9,0.825,-0.347102779928
2701800.0,1.0,0.8511145592830004,1.0,294.3500000000002,294.2987748226881,275.84999999999997,0.0,0.0,0.9,0.8300000000000001,-0.30595920896892514,146.0,225.0,219.0,5.0,294.15,297.15,275.85,0.0,0.0,0.9,0.83,-0.305959208969
2702700.0,1.0,0.8511145592830004,1.0,294.3500000000002,294.37539991514916,275.9,0.0,0.0,0.9,0.835,-0.2650454165069587,146.0,225.0,219.0,5.0,294.15,297.15,275.9,0.0,0.0,0.9,0.835,-0.265045416507
2703600.0,1.0,0.4547837878825466,1.0,293.6515555555553,294.455740142982,275.95,0.0,0.0,0.9,0.84,-0.22445808349117446,146.0,225.0,219.0,5.0,294.15,297.15,275.95,0.0,0.0,0.9,0.84,-0.22445808349100002
2704500.0,1.0,0.4539010912869999,1.0,293.6499999999998,294.4788800261796,276.009375,0.0,0.0,0.9,0.8467613636363636,-0.18429275854325322,0.0,0.0,0.0,0.0,288.15,303.15,276.009375,0.0,0.0,0.9,0.846761363636,-0.184292758543
2705400.0,1.0,0.4539010912869999,1.0,293.6499999999998,294.5126178973189,276.0833333333333,0.0,0.0,0.9,0.8563636363636364,-0.14464489504051037,0.0,0.0,0.0,0.0,288.15,303.15,276.083333333,0.0,0.0,0.9,0.856363636364,-0.144644895041
2706300.0,1.0,0.41956166621857127,1.0,293.6499999999998,294.53371047226835,276.165625,0.0,0.0,0.9,0.8677840909090909,-0.10561076612600817,0.0,0.0,0.0,0.0,288.15,303.15,276.165625,0.0,0.0,0.9,0.867784090909,-0.10561076612600001
2707200.0,1.0,0.4194851864300001,1.0,293.6499999999998,294.54576615181867,276.25,0.0,0.0,0.9,0.88,-0.06728826601082649,0.0,0.0,0.0,0.0,288.15,303.15,276.25,0.0,0.0,0.9,0.88,-0.0672882660108
2708100.0,1.0,0.4194851864300001,1.0,293.6499999999998,294.5512333779203,276.34999999999997,0.0,0.0,0.915625,0.9009659090909091,-0.029777600068018995,0.0,0.0,0.0,0.0,288.15,303.15,276.35,0.0,0.0,0.915625,0.9009659090909999,-0.029777600067999996
2709000.0,1.0,0.4194851864300001,1.0,293.6499999999998,294.55375671077445,276.46666666666664,0.0,0.0,0.9500000000000001,0.9311363636363637,0.006818139765673914,0.0,0.0,0.0,0.0,288.15,303.15,276.466666667,0.0,0.0,0.95,0.931136363636,0.006818139765669997
2709900.0,1.0,0.4372790042871308,1.0,293.6499999999998,294.5550807554724,276.575,0.0,0.12357954545454544,0.984375,0.9582386363636364,0.04239252381630476,0.0,0.0,0.0,0.0,288.15,303.15,276.575,0.0,0.123579545455,0.984375,0.958238636364,0.04239252381630001
