time,oveFan_u,oveHeaPumY_u,ovePum_u,oveTSet_u,reaTZon_y,weaSta_reaWeaTDryBul_y,weaSta_reaWeaHDirNor_y,weaSta_reaWeaHGloHor_y,weaSta_reaWeaNTot_y,weaSta_reaWeaRelHum_y,weaSta_reaWeaSolAlt_y,InternalGainsCon[1],InternalGainsLat[1],InternalGainsRad[1],Occupancy[1],LowerSetp[1],UpperSetp[1],TDryBul,HDirNor,HGloHor,nTot,relHum,solAlt
5400.0,1.0,0.20710421625384895,1.0,294.3500000000002,292.5686639979524,274.15,0.0,0.0,0.2,0.66,-1.0623774799136716,146.0,225.0,219.0,5.0,294.15,297.15,274.15,0.0,0.0,0.2,0.66,-1.0623774799099999
6300.0,1.0,0.20533830136800008,1.0,294.3500000000002,292.6578399350533,274.15,0.0,0.0,0.2,0.66,-1.045097845979034,146.0,225.0,219.0,5.0,294.15,297.15,274.15,0.0,0.0,0.2,0.66,-1.04509784598
7200.0,1.0,0.20533830136800008,1.0,294.3500000000002,292.7040184495195,274.15,0.0,0.0,0.2,0.66,-1.0236873409174887,146.0,225.0,219.0,5.0,294.15,297.15,274.15,0.0,0.0,0.2,0.66,-1.02368734092
8100.0,1.0,0.20533830136800008,1.0,294.3500000000002,292.716333071978,273.86022727272723,0.0,0.0,0.23750000000000002,0.6637500000000001,-0.9986434930547659,146.0,225.0,219.0,5.0,294.15,297.15,273.86022727299996,0.0,0.0,0.2375,0.66375,-0.998643493055
9000.0,1.0,0.20533830136800008,1.0,294.3500000000002,292.6962526092383,273.1772727272727,0.0,0.0,0.325,0.6725,-0.9704608969219581,146.0,225.0,219.0,5.0,294.15,297.15,273.177272727,0.0,0.0,0.325,0.6725,-0.9704608969220001
9900.0,1.0,0.20533830136800008,1.0,294.3500000000002,292.65249849996223,272.3806818181818,0.0,0.0,0.42499999999999993,0.6825,-0.9396054873817459,146.0,225.0,219.0,5.0,294.15,297.15,272.38068181799997,0.0,0.0,0.425,0.6825,-0.9396054873819999
10800.0,1.0,0.20533830136800008,1.0,294.3500000000002,292.5973889378289,271.75,0.0,0.0,0.5,0.6900000000000001,-0.906500406846257,146.0,225.0,219.0,5.0,294.15,297.15,271.75,0.0,0.0,0.5,0.69,-0.906500406846
11700.0,1.0,0.20533830136800008,1.0,294.3500000000002,292.54124529962576,271.29521103896104,0.0,0.0,0.55,0.6950000000000001,-0.8715207232910926,146.0,225.0,219.0,5.0,294.15,297.15,271.29521103900004,0.0,0.0,0.55,0.695,-0.8715207232909999
12600.0,1.0,0.20533830136800008,1.0,294.3500000000002,292.483721336628,270.85844155844154,0.0,0.0,0.6000000000000001,0.7000000000000001,-0.8349939390563348,146.0,225.0,219.0,5.0,294.15,297.15,270.858441558,0.0,0.0,0.6,0.7,-0.834993939056
13500.0,1.0,0.20533830136800008,1.0,294.3500000000002,292.42513979117143,270.4674512987013,0.0,0.0,0.65,0.705,-0.7972037558219838,146.0,225.0,219.0,5.0,294.15,297.15,270.467451299,0.0,0.0,0.65,0.705,-0.7972037558220001
14400.0,1.0,0.18421543109550428,1.0,294.3500000000002,292.3667000660421,270.15,0.0,0.0,0.7000000000000001,0.71,-0.7583953173541271,146.0,225.0,219.0,5.0,294.15,297.15,270.15,0.0,0.0,0.7,0.71,-0.758395317354
15300.0,1.0,0.18416838684099987,1.0,294.3500000000002,292.3086358690743,269.8954464285714,0.0,0.0,0.7546875000000001,0.715,-0.7187808263150024,146.0,225.0,219.0,5.0,294.15,297.15,269.895446429,0.0,0.0,0.7546875,0.715,-0.7187808263150001
16200.0,1.0,0.18416838684099987,1.0,294.3500000000002,292.2499142037073,269.6842857142857,0.0,0.0,0.8125,0.72,-0.6785449260154621,146.0,225.0,219.0,5.0,294.15,297.15,269.684285714,0.0,0.0,0.8125,0.72,-0.678544926015
17100.0,1.0,0.07861689529882247,1.0,294.3500000000002,292.19190212894506,269.5309821428571,0.0,0.0,0.8640625000000001,0.725,-0.6378495595136444,146.0,225.0,219.0,5.0,294.15,297.15,269.530982143,0.0,0.0,0.8640625,0.725,-0.637849559514
18000.0,1.0,0.07838181402590004,1.0,294.3500000000002,292.1339919559414,269.45,0.0,0.0,0.9,0.73,-0.596838208942684,146.0,225.0,219.0,5.0,294.15,297.15,269.45,0.0,0.0,0.9,0.73,-0.596838208943
18900.0,1.0,0.07838181402590004,1.0,294.3500000000002,292.07348634467996,269.418125,0.0,0.0,0.9140625,0.7340234375,-0.5556395208752125,146.0,225.0,219.0,5.0,294.15,297.15,269.418125,0.0,0.0,0.9140625,0.7340234375,-0.555639520875
19800.0,1.0,0.07838181402590004,1.0,294.3500000000002,292.01003631826427,269.39666666666665,0.0,0.0,0.9125000000000001,0.7365625,-0.514370372676276,146.0,225.0,219.0,5.0,294.15,297.15,269.39666666700003,0.0,0.0,0.9125,0.7365625,-0.514370372676
20700.0,1.0,0.39664349529142434,1.0,294.3500000000002,291.94437577105293,269.376875,0.0,0.0,0.9046875000000001,0.7383203125,-0.4731384531037879,146.0,225.0,219.0,5.0,294.15,297.15,269.376875,0.0,0.0,0.9046875,0.7383203125,-0.473138453104
21600.0,1.0,0.39735231863500015,1.0,294.3500000000002,291.88509762372576,269.34999999999997,0.0,0.0,0.9,0.74,-0.4320444322478254,146.0,225.0,219.0,5.0,294.15,297.15,269.35,0.0,0.0,0.9,0.74,-0.432044432248
22500.0,1.0,0.39735231863500015,1.0,294.3500000000002,291.8431597074634,269.30234375,0.0,0.0,0.9,0.7405859375,-0.3911837897150612,146.0,225.0,219.0,5.0,294.15,297.15,269.30234375,0.0,0.0,0.9,0.7405859375,-0.391183789715
23400.0,1.0,0.39735231863500015,1.0,294.3500000000002,291.81238502997246,269.2395833333333,0.0,0.0,0.9,0.7396875,-0.35064836047659487,146.0,225.0,219.0,5.0,294.15,297.15,269.239583333,0.0,0.0,0.9,0.7396875,-0.35064836047700004
24300.0,1.0,0.02840969451230532,1.0,294.3500000000002,291.7882858961092,269.18203124999997,0.0,0.0,0.9,0.7389453125000001,-0.31052764747385386,146.0,225.0,219.0,5.0,294.15,297.15,269.18203125,0.0,0.0,0.9,0.7389453125,-0.310527647474
25200.0,1.0,0.027587996017599987,1.0,293.6515555555553,291.7602642134773,269.15,0.0,0.0,0.9,0.74,-0.2709099400961055,146.0,225.0,219.0,5.0,294.15,297.15,269.15,0.0,0.0,0.9,0.74,-0.270909940096
26100.0,1.0,0.027587996017599987,1.0,293.6499999999998,291.6697434893651,269.27859374999997,0.0,0.0,0.9,0.74515625,-0.2318832684754515,0.0,0.0,0.0,0.0,288.15,303.15,269.27859375,0.0,0.0,0.9,0.74515625,-0.23188326847500002
27000.0,1.0,0.027587996017599987,1.0,293.6499999999998,291.6102654611383,269.58875,0.0,0.0,0.9,0.75375,-0.1935362152971447,0.0,0.0,0.0,0.0,288.15,303.15,269.58875,0.0,0.0,0.9,0.75375,-0.193536215297
27900.0,1.0,0.027587996017599987,1.0,293.6499999999998,291.5540603095765,269.92953124999997,0.0,0.0,0.9,0.76296875,-0.15595859943239954,0.0,0.0,0.0,0.0,288.15,303.15,269.92953125,0.0,0.0,0.9,0.76296875,-0.155958599432
