time,oveFan_u,oveHeaPumY_u,ovePum_u,oveTSet_u,reaTZon_y,weaSta_reaWeaTDryBul_y,weaSta_reaWeaHDirNor_y,weaSta_reaWeaHGloHor_y,weaSta_reaWeaNTot_y,weaSta_reaWeaRelHum_y,weaSta_reaWeaSolAlt_y,InternalGainsCon[1],InternalGainsLat[1],InternalGainsRad[1],Occupancy[1],LowerSetp[1],UpperSetp[1],TDryBul,HDirNor,HGloHor,nTot,relHum,solAlt
10546200.0,0.9977777777777778,0.41188478115134647,0.9977777777777778,294.3500000000002,295.54491351550604,286.91875,0.0,0.0,0.0,0.7597008547008547,-0.4062391400674743,146.0,225.0,219.0,5.0,294.15,297.15,286.91875,0.0,0.0,0.0,0.759700854701,-0.406239140067
10547100.0,1.0,0.4128021191939998,1.0,294.3500000000002,295.51429050108845,287.00859375,0.0,0.0,0.0,0.7591586538461539,-0.3951912452845767,146.0,225.0,219.0,5.0,294.15,297.15,287.00859375,0.0,0.0,0.0,0.759158653846,-0.395191245285
10548000.0,1.0,0.4128021191939998,1.0,294.3500000000002,295.52631714865856,286.95,0.0,0.0,0.0,0.76,-0.3814970666644004,146.0,225.0,219.0,5.0,294.15,297.15,286.95,0.0,0.0,0.0,0.76,-0.381497066664
10548900.0,1.0,0.4128021191939998,1.0,294.3500000000002,295.5659551868801,286.53203125,0.0,0.0,0.0,0.7725,-0.36525598695868844,146.0,225.0,219.0,5.0,294.15,297.15,286.53203125,0.0,0.0,0.0,0.7725,-0.365255986959
10549800.0,1.0,0.4128021191939998,1.0,294.3500000000002,295.6156937587838,285.85625,0.0,0.0,0.0,0.7972222222222223,-0.3465804712137235,146.0,225.0,219.0,5.0,294.15,297.15,285.85625,0.0,0.0,0.0,0.797222222222,-0.346580471214
10550700.0,1.0,0.4128021191939998,1.0,294.3500000000002,295.6708872851215,285.22734375,0.0,0.0,0.0,0.8208333333333333,-0.3255930745481388,146.0,225.0,219.0,5.0,294.15,297.15,285.22734375,0.0,0.0,0.0,0.8208333333329999,-0.32559307454799996
10551600.0,1.0,0.4128021191939998,1.0,294.3500000000002,295.7348146458471,284.95,0.0,0.0,0.0,0.8300000000000001,-0.3024235359038232,146.0,225.0,219.0,5.0,294.15,297.15,284.95,0.0,0.0,0.0,0.83,-0.302423535904
10552500.0,1.0,0.4128021191939998,1.0,294.3500000000002,295.8105732119775,284.95,0.0,0.0,0.015624999999999998,0.8275,-0.2772060915967507,146.0,225.0,219.0,5.0,294.15,297.15,284.95,0.0,0.0,0.015625,0.8275,-0.277206091597
10553400.0,1.0,0.4128021191939998,1.0,294.3500000000002,295.8916000374194,284.95,0.0,0.0,0.04999999999999999,0.8250000000000001,-0.2500771030474429,146.0,225.0,219.0,5.0,294.15,297.15,284.95,0.0,0.0,0.05,0.825,-0.250077103047
10554300.0,1.0,0.4128021191939998,1.0,294.3500000000002,295.97502751831973,284.95,0.0,0.0,0.08437499999999999,0.8225,-0.22117305411326615,146.0,225.0,219.0,5.0,294.15,297.15,284.95,0.0,0.0,0.084375,0.8225,-0.221173054113
10555200.0,1.0,0.4128021191939998,1.0,294.3500000000002,296.05980050689584,284.95,0.0,0.0,0.1,0.8200000000000001,-0.19062893931273117,146.0,225.0,219.0,5.0,294.15,297.15,284.95,0.0,0.0,0.1,0.82,-0.19062893931299998
10556100.0,1.0,0.4128021191939998,1.0,294.3500000000002,296.14410909483047,284.95,0.0,0.0,0.1,0.8175,-0.15857703734972084,146.0,225.0,219.0,5.0,294.15,297.15,284.95,0.0,0.0,0.1,0.8175,-0.15857703735
10557000.0,1.0,0.6531065353059845,1.0,294.3500000000002,296.2278867215847,284.95,0.0,0.0,0.1,0.8150000000000001,-0.12514604542339347,146.0,225.0,219.0,5.0,294.15,297.15,284.95,0.0,0.0,0.1,0.815,-0.125146045423
10557900.0,1.0,0.6536417344510002,1.0,294.3500000000002,296.318604016309,284.95,0.0,0.0,0.1,0.8125,-0.09046053839355417,146.0,225.0,219.0,5.0,294.15,297.15,284.95,0.0,0.0,0.1,0.8125,-0.0904605383936
10558800.0,1.0,0.6536417344510002,1.0,294.3500000000002,296.42944860955674,284.95,0.0,0.0,0.1,0.81,-0.054640711725136626,146.0,225.0,219.0,5.0,294.15,297.15,284.95,0.0,0.0,0.1,0.81,-0.0546407117251
10559700.0,1.0,0.6536417344510002,1.0,294.3500000000002,296.55029309593056,284.91578124999995,0.0,0.0,0.1,0.8032142857142857,-0.017802366816549897,146.0,225.0,219.0,5.0,294.15,297.15,284.91578125,0.0,0.0,0.1,0.803214285714,-0.0178023668165
10560600.0,1.0,0.9366468060174573,1.0,294.3500000000002,296.6717530517169,284.83374999999995,0.0,0.0,0.1,0.7910714285714286,0.01994289965249063,146.0,225.0,219.0,5.0,294.15,297.15,284.83375,0.0,0.0,0.1,0.791071428571,0.0199428996525
10561500.0,1.0,0.9372771068449995,1.0,294.3500000000002,296.79976111567464,284.73484375,0.0,0.5057091346153846,0.1,0.7783928571428571,0.05848733556141017,146.0,225.0,219.0,5.0,294.15,297.15,284.73484375,0.0,0.505709134615,0.1,0.7783928571430001,0.0584873355614
10562400.0,1.0,0.9372771068449995,1.0,294.3500000000002,296.94668808458084,284.65,0.0,2.098557692307692,0.1,0.77,0.09772652928762526,146.0,225.0,219.0,5.0,294.15,297.15,284.65,0.0,2.0985576923099996,0.1,0.77,0.09772652928760002
10563300.0,1.0,0.9372771068449995,1.0,294.3500000000002,297.1045468229554,284.5897098214285,0.0,4.892127403846153,0.10859375,0.7680745341614907,0.13755878190090143,146.0,225.0,219.0,5.0,294.15,297.15,284.589709821,0.0,4.89212740385,0.10859375,0.7680745341609999,0.137558781901
10564200.0,1.0,0.9372771068449995,1.0,294.3500000000002,297.26704017037514,284.54839285714286,0.0,9.0,0.13125,0.7703416149068323,0.17788436900579763,146.0,225.0,219.0,5.0,294.15,297.15,284.548392857,0.0,9.0,0.13125,0.770341614907,0.17788436900600002
10565100.0,1.0,0.9372771068449995,1.0,294.3500000000002,297.4316663623673,284.5328794642857,5.803571428571429,17.67095129985755,0.16328125,0.7749378881987578,0.2186046991301036,146.0,225.0,219.0,5.0,294.15,297.15,284.532879464,5.80357142857,17.6709512999,0.16328125,0.7749378881990001,0.21860469913000002
10566000.0,1.0,0.9372771068449995,1.0,293.6515555555553,297.5991089670914,284.54999999999995,19.80952380952381,32.98631885090219,0.2,0.78,0.25962136944339487,146.0,225.0,219.0,5.0,294.15,297.15,284.55,19.8095238095,32.9863188509,0.2,0.78,0.259621369443
10566900.0,1.0,0.9372771068449995,1.0,293.6499999999998,297.7272697091254,284.6919642857143,36.9107142857143,53.308526976495735,0.24531250000000002,0.7923165760869566,0.3008351139673491,0.0,0.0,0.0,0.0,288.15,303.15,284.691964286,36.9107142857,53.3085269765,0.2453125,0.7923165760870001,0.30083511396699997
10567800.0,1.0,0.9372771068449995,1.0,293.6499999999998,297.89947162196756,285.02619047619044,52.0,77.0,0.30000000000000004,0.8123369565217391,0.3421446343432015,0.0,0.0,0.0,0.0,288.15,303.15,285.026190476,52.0,77.0,0.3,0.812336956522,0.34214463434299996
10568700.0,1.0,0.9372771068449995,1.0,293.6499999999998,298.08755824674165,285.5223214285714,63.41480654761905,102.270964360587,0.35468750000000004,0.8286888586956522,0.38344529880978007,0.0,0.0,0.0,0.0,288.15,303.15,285.522321429,63.4148065476,102.270964361,0.3546875,0.828688858696,0.38344529880999995
10569600.0,1.0,0.9372771068449995,1.0,293.6499999999998,298.2910082738548,286.15,73.97519841269842,128.80899138131844,0.4,0.8300000000000001,0.4246276915715972,0.0,0.0,0.0,0.0,288.15,303.15,286.15,73.97519841270001,128.808991381,0.4,0.83,0.42462769157200003
10570500.0,1.0,0.7395825442519711,1.0,293.6499999999998,298.51037099115496,286.84464285714284,85.29799107142858,157.1925227113906,0.43671875000000004,0.8086888586956522,0.4655759927086798,0.0,0.0,0.0,0.0,288.15,303.15,286.844642857,85.2979910714,157.192522711,0.43671875,0.8086888586959999,0.465575992709
10571400.0,1.0,0.739142244558,1.0,293.6499999999998,298.7375993424016,287.55238095238093,99.0,188.0,0.46875,0.7723369565217391,0.5061661690901071,0.0,0.0,0.0,0.0,288.15,303.15,287.552380952,99.0,188.0,0.46875,0.772336956522,0.5061661690899999
10572300.0,1.0,0.739142244558,1.0,293.6499999999998,298.96230875047996,288.25892857142856,118.87764616935483,220.83814858490567,0.49140625000000004,0.7323165760869565,0.5462639608229916,0.0,0.0,0.0,0.0,288.15,303.15,288.258928571,118.877646169,220.838148585,0.49140625,0.7323165760870001,0.546263960823
10573200.0,1.0,0.739142244558,1.0,293.6499999999998,299.1904237669584,288.95,144.9098342293907,254.43946540880503,0.5,0.7000000000000001,0.5857226578459992,0.0,0.0,0.0,0.0,288.15,303.15,288.95,144.90983422899998,254.439465409,0.5,0.7,0.585722657846
10574100.0,1.0,0.739142244558,1.0,293.6499999999998,299.427092910915,289.62805059523805,172.9871051747312,288.0710495283019,0.5,0.6751052989130435,0.6243806806858636,0.0,0.0,0.0,0.0,288.15,303.15,289.628050595,172.987105175,288.071049528,0.5,0.675105298913,0.624380680686
10575000.0,1.0,0.739142244558,1.0,293.6499999999998,299.67831004028403,290.3045634920635,199.0,321.0,0.5,0.6507880434782609,0.6620590127898265,0.0,0.0,0.0,0.0,288.15,303.15,290.304563492,199.0,321.0,0.5,0.650788043478,0.66205901279
10575900.0,1.0,0.9266048462007669,1.0,293.6499999999998,299.94304384129657,290.9787946428571,221.64958700213955,352.5345982142857,0.5,0.6285767663043478,0.6985585853397273,0.0,0.0,0.0,0.0,288.15,303.15,290.978794643,221.649587002,352.534598214,0.5,0.6285767663040001,0.6985585853399999
10576800.0,1.0,0.9270223575630002,1.0,293.6499999999998,300.22246274665576,291.65,243.03801157559798,383.00892857142856,0.5,0.61,0.7336577961745769,0.0,0.0,0.0,0.0,288.15,303.15,291.65,243.03801157599997,383.008928571,0.5,0.61,0.733657796175
10577700.0,1.0,0.5423574134336154,1.0,293.6499999999998,300.5295964103979,292.30499999999995,264.1574303612574,413.2287946428571,0.5,0.5973366477272728,0.7671104590203364,0.0,0.0,0.0,0.0,288.15,303.15,292.305,264.15743036099997,413.228794643,0.5,0.597336647727,0.76711045902
10578600.0,1.0,0.5415006986359999,1.0,293.6499999999998,300.8442944625712,292.93555555555554,286.0,444.0,0.5,0.5891477272727272,0.7986446301325951,0.0,0.0,0.0,0.0,288.15,303.15,292.935555556,286.0,444.0,0.5,0.589147727273,0.798644630133
10579500.0,1.0,0.39046992791699114,1.0,293.6499999999998,301.14783224016685,293.5483333333333,320.82796057876277,483.69159226190476,0.5,0.5813849431818182,0.8279629382518736,0.0,0.0,0.0,0.0,288.15,303.15,293.548333333,320.82796057900003,483.691592262,0.5,0.581384943182,0.8279629382520001
10580400.0,1.0,0.39013355649000003,1.0,293.6499999999998,301.4470920493285,294.15,369.5063642644558,531.9454365079365,0.5,0.5700000000000001,0.8547452203780586,0.0,0.0,0.0,0.0,288.15,303.15,294.15,369.506364264,531.9454365080001,0.5,0.57,0.8547452203779999
